data,iter,n,m,p,s4pm,agraph,glmnet,s4pm_time,agraph_time
CASP,4,45730,5000,9,0.732961902295561,0.786662352504213,0.861003281737904,424.075,23.3959999999997
CASP,5,45730,5000,9,0.726719252682141,0.782028186618542,0.84631492375128,423.926,23.6050000000005
CASP,6,45730,5000,9,0.726179982601571,0.787093469566877,0.853855544312443,432.469,29.2540000000008
CASP,7,45730,5000,9,0.731581163167068,0.784712698128096,0.852602613654611,429.826,28.6979999999994
CASP,8,45730,5000,9,0.727165015266818,0.779174930922,0.849465048780276,430.936000000001,26.5409999999993
CASP,9,45730,5000,9,0.731249270459402,0.789289476238622,0.862686417468042,431.222,24.3180000000002
CASP,10,45730,5000,9,0.738387722696086,0.786246146719725,0.857496872651586,420.303,24.3399999999992
CASP,1,45730,10000,9,0.708790505093017,0.78165744616865,0.856107781019631,1832.35,45.7429999999986
CASP,2,45730,10000,9,0.709393207230484,0.777166813848295,0.852241878874779,1825.556,48.523000000001
CASP,3,45730,10000,9,0.696854575989443,0.773870203890691,0.850931282338141,1800.911,43.7420000000002
CASP,4,45730,10000,9,0.697764372832695,0.774474512800839,0.852084602328693,1837.599,44.3419999999987
CASP,5,45730,10000,9,0.701202201253383,0.775747617808861,0.849089098117293,1839.388,43.4939999999988
CASP,6,45730,10000,9,0.697679528145867,0.774107367602982,0.84937838094797,1839.698,45.1959999999999
CASP,7,45730,10000,9,0.697891160329493,0.777553945993268,0.852740824863319,1838.668,43.5380000000005
CASP,8,45730,10000,9,0.695997832419888,0.771326297104473,0.844573923439331,1760.476,42.630000000001
CASP,9,45730,10000,9,0.705299770120541,0.777774344393235,0.856071662511044,1747.993,42.3689999999988
CASP,10,45730,10000,9,0.712340780459546,0.781805725196731,0.858653870641513,1730.271,44.4799999999996
