data,iter,n,m,p,s4pm,agraph,glmnet,s4pm_time,agraph_time
Ethanol,1,589,88,1037,0.39465532877329,0.394515642985182,0.317292005947786,12.602,6.153
Ethanol,2,589,88,1037,0.603370482656332,0.617848031463216,0.788275893651141,9.078,6.282
Ethanol,3,589,88,1037,0.541138850880599,0.563076390485847,0.446040501089142,9.081,5.397
Ethanol,4,589,88,1037,0.583873905875821,0.534052711207765,0.357223971024892,9.96399999999999,6.86799999999999
Ethanol,5,589,88,1037,0.648179421431962,0.646711886701429,0.509794838705591,10.012,6.979
Ethanol,6,589,88,1037,0.570256166119607,0.598880689180217,0.534118311503612,9.218,6.89399999999999
Ethanol,7,589,88,1037,0.820097204749546,0.813713474062653,0.411441615021156,9.31100000000001,6.29300000000001
Ethanol,8,589,88,1037,0.487488716631781,0.483016062712408,0.575068638280978,9.26899999999998,5.989
Ethanol,9,589,88,1037,0.477263661083834,0.457624625750971,0.298505847251028,9.22200000000001,6.52700000000002
Ethanol,10,589,88,1037,0.401703093691065,0.4630760791202,0.341394025648147,9.18000000000001,7.27099999999999
Ethanol,11,589,88,1037,0.420312279298674,0.436982327618724,0.260487954320371,9.89400000000001,6.43299999999999
Ethanol,12,589,88,1037,0.542002957682835,0.5737347785428,0.336958650730884,8.953,6.35400000000001
Ethanol,13,589,88,1037,0.593278206247825,0.611600100870467,0.382945569689962,9.084,6.09399999999999
Ethanol,14,589,88,1037,0.520526411695846,0.524653832485212,0.334504104387485,9.20799999999997,6.255
Ethanol,15,589,88,1037,0.388854131574619,0.383421588316831,0.266274596415625,9.452,6.17000000000002
Ethanol,16,589,88,1037,0.689949311881137,0.680480048470481,0.50383249195478,8.90100000000001,6.04000000000002
Ethanol,17,589,88,1037,0.652509996163354,0.664742714369292,0.690326645406902,9.50400000000002,7.30700000000002
Ethanol,18,589,88,1037,0.495354528376366,0.594174301839386,0.474765990022811,9.88799999999998,6.64699999999999
Ethanol,19,589,88,1037,0.43459630515579,0.432288090556954,0.367124898887228,9.32100000000003,6.32999999999998
Ethanol,20,589,88,1037,0.535732293878218,0.493065219073314,0.434151141378066,10.754,6.83100000000002
Ethanol,21,589,88,1037,0.62551045801476,0.618979175728417,0.349721386496099,9.19999999999999,6.56300000000005
Ethanol,22,589,88,1037,0.457557129215243,0.451269872250421,0.297710058254567,9.75900000000001,6.43799999999999
Ethanol,23,589,88,1037,0.6651410461465,0.661110430813906,0.526425787108488,9.80599999999998,6.26299999999998
Ethanol,24,589,88,1037,0.627734110130147,0.647398303879181,0.499714679752407,9.399,5.80000000000001
Ethanol,25,589,88,1037,0.627551213085736,0.628653799598157,0.492031744717504,9.84899999999999,6.34999999999997
Ethanol,26,589,88,1037,0.458039584554002,0.467861341415623,0.490325337022744,9.51799999999997,6.55999999999995
Ethanol,27,589,88,1037,1.24751653267923,1.17182830760331,1.26020553885221,9.59199999999998,6.23500000000001
Ethanol,28,589,88,1037,0.769765358213742,0.758817413527279,0.501762600473821,9.35799999999995,6.63300000000004
Ethanol,29,589,88,1037,0.411544829951482,0.415240824637709,0.357236225431022,9.404,6.43100000000004
Ethanol,30,589,88,1037,0.507642150335921,0.597029536945772,0.477009387203129,8.93399999999997,6.40499999999997
Ethanol,31,589,88,1037,0.44266468013331,0.424713224398576,0.360011584777751,9.67700000000002,7.09199999999998
Ethanol,32,589,88,1037,0.57907990419219,0.678108439580888,0.555345544578348,9.38999999999999,6.06700000000001
Ethanol,33,589,88,1037,0.909833947134427,0.866758957501028,0.879596285366222,9.04000000000008,6.34700000000009
Ethanol,34,589,88,1037,0.474392289995256,0.472412796291582,0.497510334356719,10.902,7.10200000000009
Ethanol,35,589,88,1037,0.41422669623355,0.414779992725752,0.320394572527929,9.19200000000001,6.93799999999999
Ethanol,36,589,88,1037,0.481713059494769,0.478344500645206,0.401703018930419,9.92200000000003,5.71299999999997
Ethanol,37,589,88,1037,0.61136442287427,0.615699724664602,0.579737952067205,9.81900000000007,6.46300000000008
Ethanol,38,589,88,1037,0.376571257559436,0.381059416275621,0.242669410956516,9.31999999999994,5.96600000000001
Ethanol,39,589,88,1037,0.539901972209121,0.573117028077469,0.339524745685228,9.41999999999996,6.52300000000002
Ethanol,40,589,88,1037,0.51765008725682,0.520213532652886,0.372263410874628,9.59699999999998,6.35299999999995
